"specials.name.a_cozy_break","舒适小憩"
"specials.name.mallet_swing_of_the_beast","猛兽锤击"
"specials.name.mana_immolation","法力祭品"
"specials.name.mana_manipulation","法力操纵"
"specials.name.mana_scavange","法力拾荒"
"specials.name.mana_stealer","先知慧眼"
"specials.name.mantis_strike","螳螂之击"
"specials.name.marc","狂暴猛冲"
"specials.name.mark_of_anubis","阿努比斯的印记"
"specials.name.mark_of_fire","火焰印记"
"specials.name.mark_of_ivy","藤鞭之痕"
"specials.name.mark_of_nature","自然印记"
"specials.name.mark_of_the_jackal","豺狼标记"
"specials.name.mark_the_prey","标记猎物"
"specials.name.marked_aim","瞄准标记"
"specials.name.martial_dance","卡聂神威"
"specials.name.martial_masterstroke","锦囊妙计"
"specials.name.martial_prowess","兵将神威"
"specials.name.masons_rage","石匠之怒"
"specials.name.massive_bite","巨口噬咬"
"specials.name.massive_chop","巨力挥舞"
"specials.name.massive_cleave","巨力顺劈"
"specials.name.massive_swing","巨力挥砍"
"specials.name.master_of_ailments","病痛大师"
"specials.name.master_plan","大师计划"
"specials.name.masterful_balance","平衡之术"
"specials.name.masterful_manipulation","娴熟操纵"
"specials.name.mauling_tusk","獠牙袭击"
"specials.name.mean_jab_dragon_pve","险恶刺击"
"specials.name.mechanical_augmentations","机械强化"
"specials.name.medicinal_drool","药用口水"
"specials.name.medicinal_fumes","治疗烟雾"
"specials.name.melody_harvest","旋律丰收"
"specials.name.melody_of_mana_control","法力控制旋律"
"specials.name.melody_of_misery","苦难悲曲"
"specials.name.memory_manipulation","内存操控"
"specials.name.memory_of_the_queen","女王回忆"
"specials.name.mending_bronze_axe","重铸青铜斧"
"specials.name.mending_mantra","修复术咒语"
"specials.name.mending_stitches","缝合修复"
"specials.name.merciless_bite","无情撕咬"
"specials.name.merciless_execution","无情处决"
"specials.name.merciless_pulverizer","无情粉碎者"
"specials.name.merriest_misery","愉悦痛苦"
"specials.name.mesmerizing_mirror","魅力之镜"
"specials.name.miasma_mace","瘴气之锤"
"specials.name.midnight_magic","午夜魔法"
"specials.name.midnight_moon","午夜之月"
"specials.name.midnight_smite","午夜打击"
"specials.name.midnight_strike","午夜猛击"
"specials.name.midsummers_dream","仲夏之梦"
"specials.name.midsummers_reverie","仲夏幻想曲"
"specials.name.might_of_ares","战神之力"
"specials.name.might_of_excalibroom","黄金扫帚之力"
"specials.name.might_of_the_ice_giants","冰雪巨人之力"
"specials.name.might_of_the_ice_giants_final","冰雪巨人之力"
"specials.name.mimic_bite","拟态兽撕咬"
"specials.name.mimic_bite_burn","腐蚀撕咬"
"specials.name.mimic_bite2","狰狞拟态兽撕咬"
"specials.name.mimic_bite3","拟态兽之欲"
"specials.name.mimic_bite4","拟态兽之怒"
"specials.name.mimic_special","狡猾怪兽"
"specials.name.mimic_special2","狡猾怪兽"
"specials.name.mimic_training_hero_blue_bite","贪婪吞噬"
"specials.name.mimic_training_hero_green_bite","贪婪吞噬"
"specials.name.mimic_training_hero_purple_bite","贪婪吞噬"
"specials.name.mimic_training_hero_red_bite","贪婪吞噬"
"specials.name.mimic_training_hero_yellow_bite","贪婪吞噬"
"specials.name.mind_blast","心灵爆击"
"specials.name.mindless_attack","莽夫乱拳"
"specials.name.minion_scrutiny","小兵审查"
"specials.name.mischievous_flourish","诡诈华彩"
"specials.name.mischievous_flourish_pve_advanced","诡诈华彩"
"specials.name.mischievous_flourish_pve_normal","诡诈华彩"
"specials.name.mischievous_tiein","邪恶捆束"
"specials.name.missile_mania","导弹狂热"
"specials.name.mist_of_the_fallen","堕落迷雾"
"specials.name.mistletoe_medley","槲寄生集成曲"
"specials.name.misty_punches","迷雾之拳"
"specials.name.mixed_green_herbs","混合青草药"
"specials.name.molten_wax","熔融之蜡"
"specials.name.monastic_restraint","修行约束"
"specials.name.monstrous_bite","巨怪撕咬"
"specials.name.moody_jab_dragon_pve","忧郁刺击"
"specials.name.mooing_for_a_fight","哞哞待战"
"specials.name.moon_boomerang","月之回旋镖"
"specials.name.moon_crush_beam","碎月光束"
"specials.name.moonlight_crescendo","月华之耀"
"specials.name.moonlight_serenade","月光小夜曲"
"specials.name.moonlight_sonata","月光奏鸣曲"
"specials.name.moonstone_glare_dragon_pve","月石眩光"
"specials.name.moreau_phase1_special","盲目恶意"
"specials.name.moreau_phase2_special1","盲目恶意"
"specials.name.moreau_phase2_special2","盲目恶意"
"specials.name.morning_catch","晨钓"
"specials.name.mother_dragons_love","母龙之爱"
"specials.name.motherly_care","慈母之护"
"specials.name.motherly_care_pve","慈母之护"
"specials.name.motherly_love","慈母之爱"
"specials.name.muffin_poisoning","松糕中毒"
"specials.name.multi_elemental_mark","多元标记"
"specials.name.multi_throw","多重投掷"
"specials.name.mummy_slash","干尸劈砍"
"specials.name.mummy_strike","木乃伊猛击"
"specials.name.musketeers_deal","火枪手的交易"
"specials.name.musketeers_mead","火枪手蜂蜜酒"
"specials.name.mutated_specimen","变异标本"
"specials.name.mutating_mixture","突变混合剂"
"specials.name.mystery_potions","神秘药水"
"specials.name.mystic_chop","玄秘劈砍"
"specials.name.mystical_concerto","神秘协奏曲"
"specials.name.mystics_virtue","玄秘品德"
"specials.name.mythic_lightning","神话闪电"
"specials.name.nasty_hammer","卑劣铁锤"
"specials.name.natures_blessing","狂战士之怒"
"specials.name.natures_connection","自然连接"
"specials.name.natures_fury","自然之怒"
"specials.name.natures_payback","自然的报复"
"specials.name.nebula_orb","星云之球"
"specials.name.nebula_orb_ultimate_boss","星云法球"
"specials.name.necronomicon_page_13","死灵书第13页"
"specials.name.nephrite_blade","碧玉之刃"
"specials.name.nethershield","幽冥盾"
"specials.name.never_ending_winter","无尽寒冬"
"specials.name.night_falls","夜幕降临"
"specials.name.night_of_crimes","罪恶之夜"
"specials.name.nightbloom_dust","夜昙粉尘"
"specials.name.nightglade_pollen","夜植花粉"
"specials.name.nights_whisper","暗夜低语"
"specials.name.nimble_bite","敏捷之噬"
"specials.name.nine_dragon_strike","九龙合击"
"specials.name.nobles_empathy","悲天悯人"
"specials.name.nobles_empathy_costume_artisan","书圣之怜"
"specials.name.nomadic_hymn","游牧赞歌"
"specials.name.northern_wanderer","欢欣援助"
"specials.name.noxious_blossom","毒花绽放"
"specials.name.noxious_chord","剧毒和弦"
"specials.name.noxious_cleave","毒性劈砍"
"specials.name.noxious_cleave_pve","毒性劈砍"
"specials.name.nuts_of_yggdrasil","世界树坚果"
"specials.name.oath_of_templar","圣殿誓言"
"specials.name.obliterating_surge","灭绝激流"
"specials.name.ocarina_windsong","陶笛风歌"
"specials.name.occult_redemption","奥术救赎"
"specials.name.ocean_vortex","海洋漩涡"
"specials.name.oceanic_offensive","海洋攻势"
"specials.name.oceanic_slayer","潮汐杀手"
"specials.name.oceanic_suffering","深渊苦痛"
"specials.name.oceans_decay","深海腐烂"
"specials.name.oceans_embrace","海之拥抱"
"specials.name.oceans_ruin","深海废墟"
"specials.name.odd_drum_roll","奇异鼓声"
"specials.name.oji_waza","防守剑术"
"specials.name.old_curse","古老诅咒"
"specials.name.omega_flame","欧米茄突击"
"specials.name.omega_strike_dark","欧米茄突击"
"specials.name.omega_strike_fire","欧米茄突击"
"specials.name.omega_strike_holy","欧米茄突击"
"specials.name.omega_strike_ice","欧米茄突击"
"specials.name.omega_strike_nature","欧米茄突击"
"specials.name.omen_of_retribution","复仇之兆"
"specials.name.omnicure","群体治愈术"
"specials.name.omniheal","群体治疗术"
"specials.name.omnimend","万象修补"
"specials.name.one_hit_wonder","一曲成名"
"specials.name.one_jump_ahead","前跃一步"
"specials.name.one_spell_ahead","领先一咒"
"specials.name.opposing_raid","反抗突袭"
"specials.name.orchestra_of_candles","烛火乐章"
"specials.name.orchids_and_roses","兰瑰之花"
"specials.name.order_ambush","下令伏击"
"specials.name.order_ambush_pve","下令伏击"
"specials.name.order_from_the_depths","深渊敕令"
"specials.name.order_to_overwhelm","万众归心"
"specials.name.orsoldoon","牧民角斗"
"specials.name.overpowering_grip_dragon_pve","巨力之握"
"specials.name.overvlowing_whirlwind","涌动旋风"
"specials.name.overwhelming_raid","雷霆突袭"
"specials.name.owls_blessing","猫头鹰祝福"
"specials.name.pacifying_presence_dragon_pve","安抚之力"
"specials.name.pain_harvest","痛苦收割"
"specials.name.paragon_of_constellations","星座典范"
"specials.name.paralyzing_spore","瘫痪孢子"
"specials.name.parcel_of_the_dragon_familiar","巨龙密友包裹"
"specials.name.pathfinders_compass","探路指南针"
"specials.name.paw_in_every_pie","处处留爪"
"specials.name.pawns_of_divinity","神之兵卒"
"specials.name.paws_or_claws","亲疏一念"
"specials.name.peach_of_immortality","永生之桃"
"specials.name.pearls_of_rejuvenation","复苏珍珠"
"specials.name.perfect_riposte","完美回刺"
"specials.name.perfect_shot","完美一击"
"specials.name.perfect_teamwork","完美协作"
"specials.name.perfume_cloud","芳香之云"
"specials.name.perilous_gift","危险礼物"
"specials.name.perilous_present_pve","危险礼物"
"specials.name.perilous_waters","危险水域"
"specials.name.perplexing_riddle","费解之谜"
"specials.name.pest_control","虫害控制"
"specials.name.pet_larva","宠物幼虫"
"specials.name.petals_of_nourishment","营养花瓣"
"specials.name.petrifying_knuckles","石化指虎"
"specials.name.petrifying_performance","石化表演"
"specials.name.picnic_in_the_sky","空中野餐"
"specials.name.pie_of_protection","护卫之饼"
"specials.name.piercing_falcon","穿刺飞鹰"
"specials.name.piercing_hit","一箭穿心"
"specials.name.piercing_practice_slash","练剑穿心"
"specials.name.piercing_sabre","穿刺军刀"
"specials.name.piercing_scream_dragon_pve","穿刺尖啸"
"specials.name.piercing_shot","穿刺之弹"
"specials.name.piercing_strike","穿心斩"
"specials.name.piercing_tusk","穿心獠牙"
"specials.name.pincer_claw","蟹钳利爪"
"specials.name.pincer_claw_deadly","蟹钳利爪"
"specials.name.pineapple_alchemist","菠萝炼金术士"
"specials.name.pineapple_barbeque","菠萝烧烤"
"specials.name.pirate_shot","海盗枪法"
"specials.name.pirates_vengeance","海盗的复仇"
"specials.name.pixie_dust","皮格茜之尘"
"specials.name.plague_bite","瘟疫啮咬"
"specials.name.plague_blade","瘟疫之刃"
"specials.name.planar_time_widget","二维时间装置"
"specials.name.planetary_charge","行星冲锋"
"specials.name.plantipede_sting","花蜈蚣蛰刺"
"specials.name.plentiful_harvest","大丰收"
"specials.name.plentiful_minerals","丰富矿物"
"specials.name.plume_flash","翎羽闪现"
"specials.name.poem_of_the_centaurs","半人马之诗"
"specials.name.poem_of_the_morass","泥沼之诗"
"specials.name.poetic_justice","微笑正义"
"specials.name.poets_protection","诗人庇护"
"specials.name.pointy_darts","尖头飞镖"
"specials.name.poison_bite","毒牙撕咬"
"specials.name.poison_bite_dragon_pve","毒牙撕咬"
"specials.name.poison_bolt_zidane","剧毒弩箭"
"specials.name.poison_claw","毒爪之痕"
"specials.name.poison_jolt","带毒推撞"
"specials.name.poison_strike","剧毒之击"
"specials.name.poison_tipped_arrow","淬毒之箭"
"specials.name.poison_web","天罗毒网"
"specials.name.poisoned_blade","毒之刃"
"specials.name.poisoning_blade","剧毒之刃"
"specials.name.poisonous_mist","毒雾"
"specials.name.poisonous_saliva","剧毒之涎"
"specials.name.polar_bash","极地怒击"
"specials.name.polar_night_blizzard","极夜暴风雪"
"specials.name.poleaxe_of_the_law","律法长柄斧"
"specials.name.polestar_expedition","北极星远征"
"specials.name.pompous_flex","浮夸韧性"
"specials.name.portents_of_future","未来预兆"
"specials.name.possessed_strike","疯魔之击"
"specials.name.possessor_of_penance","忏悔之人"
"specials.name.postal_pulverizer","邮件粉碎者"
"specials.name.potion_cocktail","混合魔药"
"specials.name.potions_of_covetous_desire","贪婪欲望的药水"
"specials.name.potions_of_covetous_desire_pve","贪婪欲望的药水"
"specials.name.potions_of_havoc_and_healing","双极药水"
"specials.name.pounce_of_the_lioness","雌狮突袭"
"specials.name.pounding_attack","重磅砸击"
"specials.name.power_of_ajna","第三眼之威"
"specials.name.power_of_flora","草木之力"
"specials.name.power_of_mjolnir","雷神锤之威"
"specials.name.power_of_the_forest","森林之力"
"specials.name.power_of_the_void","虚空之力"
"specials.name.power_punch","重力之拳"
"specials.name.power_slam","巨力猛击"
"specials.name.power_wave","能量波动"
"specials.name.prayer_of_the_desert","沙漠之祷"
"specials.name.precious_pets","珍稀宠伴"
"specials.name.precious_pets_pve_advanced","珍稀宠伴"
"specials.name.precious_pets_pve_normal","珍稀宠伴"
"specials.name.precise_chop","精准劈砍"
"specials.name.precise_riposte","精准回刺"
"specials.name.preserve_and_freeze","保存和冷冻"
"specials.name.prestidigitation","戏法"
"specials.name.prestidigitation_cross","十字架"
"specials.name.prestidigitation_skull","骨骼"
"specials.name.prestidigitation_stars","星星"
"specials.name.primeval_glaive","原始阔剑"
"specials.name.princess_unleashed","公主出击"
"specials.name.prosperity_for_domain","繁荣领地"
"specials.name.protective_stance","防护姿态"
"specials.name.protector_of_the_blue_river","蓝河守护者"
"specials.name.protein_corruption","蛋白腐化"
"specials.name.protein_eater","蛋白质吞噬者"
"specials.name.pulsar_blast","脉冲星爆炸"
"specials.name.pulsarstrike","脉冲突击"
"specials.name.pulverizing_ham","粉碎火腿"
"specials.name.pummeling","连锤带打"
"specials.name.punishing_shot","惩戒之击"
"specials.name.punishing_shot_pve","惩戒之击"
"specials.name.punishing_strike","惩戒打击"
"specials.name.puppy_tales","狗狗传奇"
"specials.name.pure_shot","纯净射击"
"specials.name.purification","净化"
"specials.name.purifying_flame","净化火焰"
"specials.name.purifying_flame_pve","净化火焰"
"specials.name.purifying_hit","净化之击"
"specials.name.purifying_ki","净化之气"
"specials.name.purifying_light","净化之光"
"specials.name.purifying_strike","净化侵袭"
"specials.name.purple_beetloid_bite","紫色甲虫怪噬咬"
"specials.name.pursuing_shot","追踪射击"
"specials.name.putrid_perfume","腐臭香水"
"specials.name.puzzling_paint","迷惑之画"
"specials.name.puzzling_riddle","迷惑之谜"
"specials.name.qilin_blade","麒麟牙刀"
"specials.name.queen_of_cards","卡牌女王"
"specials.name.queen_of_the_depths","深渊女王"
"specials.name.queen_of_the_depths_final","深渊女王"
"specials.name.queens_blood_poisoning","黄昏神伤"
"specials.name.queens_curse","沙尘暴"
"specials.name.queens_curse_pve","沙尘暴"
"specials.name.quick_and_nimble","迅捷灵活"
"specials.name.rabbits_watch","兔子瞪眼"
"specials.name.raccoon_bite","浣熊撕咬"
"specials.name.radiant_comeback","光辉逆袭"
"specials.name.radiant_rapid_fire","绚光速射"
"specials.name.radiant_shackles","辐射枷锁"
"specials.name.radiant_sweep_dragon_pve","光辉横扫"
"specials.name.radiating_frost","辐射冰霜"
"specials.name.rage_of_grimnir","葛林尼之盛怒"
"specials.name.raging_tempest","肆虐风暴"
"specials.name.rain_of_arrows","箭雨"
"specials.name.rain_of_fire","烈焰之雨"
"specials.name.rain_of_fire_ultimate_boss","烈焰之雨"
"specials.name.raising_morale","士气高昂"
"specials.name.rally_of_the_deep","深渊集会"
"specials.name.ramming_pulverizer","锤击粉碎机"
"specials.name.ramming_rush","锤击突袭"
"specials.name.rapid_shots","急速射击"
"specials.name.rattle_of_confusion","混乱响尾"
"specials.name.ravaging_talons","猛禽利爪"
"specials.name.ravening_blade","噬魂利刃"
"specials.name.ravenous_pounce","贪婪扑击"
"specials.name.ravens_vigil","乌鸦守夜"
"specials.name.ravens_watch","渡鸦看守"
"specials.name.ray_strike","死亡射线"
"specials.name.razor_smile","笑里藏刀"
"specials.name.reanimated_spite","重生的怨恨"
"specials.name.reanimated_spite_pve","重生的怨恨"
"specials.name.reckless_charge","莽夫冲刺"
"specials.name.reckless_finisher","暴躁终结者"
"specials.name.reckless_slash","莽夫斩"
"specials.name.reckless_stab","莽夫刺"
"specials.name.reckless_swing","莽夫摆"
"specials.name.reckless_sword_swings","鲁莽挥剑"
"specials.name.red_lizard_charge","红色变色蜥龙冲锋"
"specials.name.red_shoes","红舞鞋"
"specials.name.red_sparks_dragon_pve","赤红火花"
"specials.name.reef_blast","暗礁炸裂"
"specials.name.reflecting_stance","反弹姿态"
"specials.name.regal_spearhead","皇家枪锋"
"specials.name.regeneration","重生"
"specials.name.rejuvenating_elixir","复苏灵药"
"specials.name.rejuvenating_leap","回春飞跃"
"specials.name.relaxing_riddle","逗趣谜题"
"specials.name.relentless_brawler","无情斗士"
"specials.name.remedies_and_diseases","疾病药方"
"specials.name.rending_dagger","裂体锋刃"
"specials.name.reporting_for_duty","前来报到"
"specials.name.resolute_spirit","坚毅英灵"
"specials.name.resolute_spirit2","坚毅英灵"
"specials.name.restoration_and_annihilation","生灭并济"
"specials.name.resurrection_of_the_fallen","亡者复生"
"specials.name.resurrection_of_the_fallen_kemeny","亡者复生"
"specials.name.revengeful_smite","复仇打击"
"specials.name.reverse_recovery","反药为毒"
"specials.name.reversed_lifeforce","逆转生命力"
"specials.name.revitalizing_melody","复苏旋律"
"specials.name.revitalizing_orb","恢复宝珠"
"specials.name.revitalizing_sludge","复苏污泥"
"specials.name.reviving_touch","复生之触"
"specials.name.rhythm_of_havoc","浩劫旋律"
"specials.name.riches_to_poor","倾家荡产"
"specials.name.ricochet_bolt","反弹之箭"
"specials.name.riddle_of_the_moon","月之谜题"
"specials.name.riddle_of_the_sun","日之谜题"
"specials.name.riders_arrow","骑手之箭"
"specials.name.riders_lance","骑手之枪"
"specials.name.rift_blade","裂隙之刃"
"specials.name.righteous_pulverizer","正义粉碎者"
"specials.name.righteous_strike","正义打击"
"specials.name.ring_around_the_rosie","繁花剑舞"
"specials.name.rite_of_cuteness","卡通审判"
"specials.name.rite_of_glass","玻璃审判"
"specials.name.rite_of_judgement","审判仪式"
"specials.name.rites_of_inner_knowledge","内在知识仪式"
"specials.name.ritual_of_judgement","审判程序"
"specials.name.ritual_of_the_deep","深海祭典"
"specials.name.ritual_of_the_elements","元素仪式"
"specials.name.roar_of_the_panther","豹之咆哮"
"specials.name.rockfall_bash","落石重击"
"specials.name.rod_of_freedom","自由之杖"
"specials.name.rod_of_torment","折磨之杖"
"specials.name.roman_cleave","斯巴达冲锋"
"specials.name.roots_of_wrath","暴怒之根"
"specials.name.roots_of_yggdrasil","世界树之根"
"specials.name.rose_bouquet_blast","玫瑰轰击"
"specials.name.rotting_wound_dragon_pve","腐烂伤口"
"specials.name.rottman","疯鼠狂热"
"specials.name.rough_and_tumble","归于混沌"
"specials.name.royal_assault","皇家突击"
"specials.name.royal_blades","贵胄之刃"
"specials.name.royal_meatball_buffet","皇家肉丸盛宴"
"specials.name.royal_poisoner","皇家毒物"
"specials.name.ruby_rush","红宝石突袭"
"specials.name.rude_awakening","骤然觉醒"
"specials.name.ruler_of_seas","海王"
"specials.name.ruler_of_seas_deadly","海王"
"specials.name.rural_chop","田园斩击"
"specials.name.rush_of_flame","烈火奔腾"
"specials.name.rushed_melody","激奏旋律"
"specials.name.rusty_blade","锈蚀之刃"
"specials.name.ruthless_gambit","果决豪赌"
"specials.name.sable_slasher","黑貂刀手"
"specials.name.sacrament_of_salvation","救赎圣礼"
"specials.name.sacred_horns","神圣号角"
"specials.name.sacred_reflection","神圣反射"
"specials.name.saga_of_deliverance","救赎传奇"
"specials.name.saga_of_protection","守护传奇"
"specials.name.salty_splash_dragon_pve","盐水溅跃"
"specials.name.sanction_for_heresy","异端制裁"
"specials.name.sanctuary_of_light","光明圣域"
"specials.name.sand_cyclone","飞沙旋风"
"specials.name.sand_cyclone_pve","飞沙旋风"
"specials.name.sand_wave_rana","乘沙破浪"
"specials.name.sand_wave_yunan","巨浪遮天"
"specials.name.sandstorm_strike","沙暴之击"
"specials.name.sandworm_strike","沙虫打击"
"specials.name.sapphire_eyes","蓝宝石之眼"
"specials.name.saturated_suffering","极度痛苦"
"specials.name.savage_gobble_blue","野蛮吞噬"
"specials.name.savage_gobble_green","野蛮吞噬"
"specials.name.savage_gobble_purple","野蛮吞噬"
"specials.name.savage_gobble_red","野蛮吞噬"
"specials.name.savage_gobble_yellow","野蛮吞噬"
"specials.name.savage_talons","野蛮利爪"
"specials.name.scale_of_the_newt","蝾螈之鳞"
"specials.name.scaly_skin","鳞甲皮肤"
"specials.name.scar_of_the_depths","深渊之痕"
"specials.name.scar_of_the_depths_deadly","深渊之痕"
"specials.name.scarab_barrage","圣甲虫连击"
"specials.name.scarab_blitz","圣甲虫突击"
"specials.name.scarab_bombardment","圣甲虫轰击"
"specials.name.scarab_rush","圣甲虫狂潮"
"specials.name.scarab_throw","圣甲虫投掷"
"specials.name.scavenging_dash","清除突刺"
"specials.name.scepter_of_bundelkhand","本德尔坎德之杖"
"specials.name.scepter_of_constellations","星座之杖"
"specials.name.scion_sword","传家宝剑"
"specials.name.scion_sword_costume_white_raven","传家神刃"
"specials.name.scorching_orb","灼热之球"
"specials.name.scoundrel_swing","流氓挥砍"
"specials.name.scourge_of_joy","幸灾乐祸"
"specials.name.scourge_of_the_strong","强者之祸"
"specials.name.scouts_spyglass","侦察望远镜"
"specials.name.scroll_of_equations","方程式卷轴"
"specials.name.scroll_of_fellowship","友谊卷轴"
"specials.name.scroll_of_new_beginnings","新生卷轴"
"specials.name.scroll_of_spite","憎恨卷轴"
"specials.name.scythe_of_sorceries","邪术之镰"
"specials.name.seabed_pirouette","海底快旋"
"specials.name.seabed_sissonne","海底跃步"
"specials.name.seal_of_ares","战神之印"
"specials.name.seal_of_fire","火焰缄印"
"specials.name.searing_frost","灼热冰霜"
"specials.name.searing_strike","灼热突击"
"specials.name.seastar_burst","海星爆破"
"specials.name.seaweed_flail","海藻链枷"
"specials.name.second_skin","第二皮肤"
"specials.name.seeking_shots","寻踪射击"
"specials.name.self_preservation","自卫本能"
"specials.name.sense_of_wonder","好奇之心"
"specials.name.serenade_of_sedition","煽动小夜曲"
"specials.name.servants_aid","仆从之援"
"specials.name.set_phase2","暗黑迸发"
"specials.name.set_phase3","最后一搏"
"specials.name.severing_strike","一刀两断"
"specials.name.sewing_back_together","缝合如初"
"specials.name.shackles_of_the_sea","海之枷锁"
"specials.name.shade_cloak","阴影斗篷"
"specials.name.shadow_link","钢铁连结"
"specials.name.shadow_lunge","暗影冲刺"
"specials.name.shadow_monster_form","上古邪神斩"
"specials.name.shadow_sidestep","暗影侧步"
"specials.name.shadow_strike","暗影打击"
"specials.name.shadow_sweep","暗影扫荡"
"specials.name.shady_concerto","幽暗协奏曲"
"specials.name.shapeshifters_deception","变形骗局"
"specials.name.shards_of_sun","炎阳碎片"
"specials.name.shared_visage","众生之相"
"specials.name.shark_bite","鲨鱼之咬"
"specials.name.sharp_cut","锐不可当"
"specials.name.sharp_knife","锋利之刃"
"specials.name.sharp_stingers","锋利毒刺"
"specials.name.shatter_psyche","粉碎心智"
"specials.name.shatter_soul","破碎之魂"
"specials.name.shattering_shriek","厉声尖叫"
"specials.name.shattering_warcry","震撼战嚎"
"specials.name.shed_skin","蜕皮"
"specials.name.shieldmaidens_protection","护盾圣女之守护"
"specials.name.shifting_mindless_attack","莽夫乱拳交错"
"specials.name.shimmering_shield","闪耀之盾"
"specials.name.shock_bolt","震骇闪电"
"specials.name.shock_ultimatum","震骇通牒"
"specials.name.shocking_news","惊人消息"
"specials.name.shrill_announcement","尖声公告"
"specials.name.shy_jab_dragon_pve","羞怯刺击"
"specials.name.sickening_glow","恶心幽光"
"specials.name.sickle_of_eradication","斩草除根"
"specials.name.sickle_of_wu","吴镰"
"specials.name.sideswipe","侧翼攻击"
"specials.name.sigil_of_the_sun","炎阳印记"
"specials.name.silencing_stick_up","沉默强夺"
"specials.name.silent_takedown","无声击倒"
"specials.name.sinister_enlace","邪恶交织"
"specials.name.sinister_enlace_deadly","邪恶交织"
"specials.name.sinister_siphon","邪恶虹吸"
"specials.name.sir_agony","枯竭之刃"
"specials.name.sir_pain","复仇镰刀"
"specials.name.situational_awareness","审时度势"
"specials.name.sky_attack","天外空袭"
"specials.name.skyfall_crumble","天坠崩裂"
"specials.name.slash_and_support","劈砍支撑"
"specials.name.slash_of_four_blades","四刃斩"
"specials.name.slash_of_glass_blades","玻璃刃斩"
"specials.name.slash_of_seven_blades","七刃斩"
"specials.name.slash_of_seven_daggers","七刀连斩"
"specials.name.slash_of_seven_toons","七卡通连斩"
"specials.name.slash_of_the_seven_stilettos","七匕首连斩"
"specials.name.slaying_stake","杀戮之柱"
"specials.name.slice_and_dice","大卸八块"
"specials.name.slice_and_dice_pve","大卸八块"
"specials.name.slime_coated_sword","史莱姆之剑"
"specials.name.slime_serving","史莱姆服务"
"specials.name.slime_slap","史莱姆拍击"
"specials.name.slimy_balls","黏液之球"
"specials.name.slingja_attack_chingiriko","忍镖攻击"
"specials.name.slumber_spores","沉睡孢子"
"specials.name.slumbering_beatdown","昏睡对决"
"specials.name.smoldering_tear_dragon_pve","阴燃之泪"
"specials.name.smooth_treatment","柔顺处理"
"specials.name.snapping_jaws","猛咬之颚"
"specials.name.snowlit_slices","雪焰切割"
"specials.name.soaring_blast","翱翔冲击"
"specials.name.sock_and_block","优势阻挡"
"specials.name.solar_beam","极地光束"
"specials.name.solar_strike","日光打击"
"specials.name.soldiers_curse","沙土飞扬"
"specials.name.solid_frozen_fist","冰封铁拳"
"specials.name.song_of_calamity","灾祸之歌"
"specials.name.song_of_hoot_and_holler","欢鸮之歌"
"specials.name.song_of_regression","衰退挽歌"
"specials.name.song_of_the_morass","沼泽之歌"
"specials.name.song_of_the_skies","苍穹颂歌"
"specials.name.songs_of_the_cherry_tree","樱花树之歌"
"specials.name.sonic_infusion_arrow","声波灌注箭"
"specials.name.sonic_wall","超音速墙"
"specials.name.sonorous_spear","强力之矛"
"specials.name.soothing_melody","舒缓旋律"
"specials.name.soothing_song","舒缓之歌"
"specials.name.soul_cage","骨骼召唤"
"specials.name.soul_guardian","灵魂守卫"
"specials.name.sour_berry_blast_dragon_pve","酸浆果爆破"
"specials.name.sparking_star_slash","星光闪斩"
"specials.name.sparrow_fury","麻雀之怒"
"specials.name.spartan_cleave","斯巴达披斩"
"specials.name.spartan_slash","斯巴达挥斩"
"specials.name.spear_of_blood_pact","血誓之矛"
"specials.name.spear_of_loyalty","忠诚之枪"
"specials.name.spear_of_shu","蜀枪"
"specials.name.spearwand_gale","枪杖狂澜"
"specials.name.spectacular_bite","惊人撕咬"
"specials.name.spectral_visions","阴阳眼"
"specials.name.spectral_wings","幽灵之翼"
"specials.name.spectres_flail","幽灵链枷"
"specials.name.spell_lock","法术锁定"
"specials.name.spicy_berry_blast_dragon_pve","辣浆果爆破"
"specials.name.spike_burst","尖刺爆发"
"specials.name.spilled_decoctions","溅洒汤剂"
"specials.name.spirit_arrow","英灵之箭"
"specials.name.spirit_drain","灵魂耗损"
"specials.name.spirit_of_spring","春日英灵"
"specials.name.spirit_of_winter","冬日英灵"
"specials.name.spirit_rally","英灵集结"
"specials.name.spirits_of_the_mountain","山之英灵"
"specials.name.spiritual_unity","美妙盛宴"
"specials.name.spiritual_wire","灵魂之线"
"specials.name.splintering_shot","分裂射击"
"specials.name.splintering_shot2","分裂射击"
"specials.name.spotting_trouble","斑点麻烦"
"specials.name.spreading_gossip","流言四起"
"specials.name.spreading_shadow","蔓延阴影"
"specials.name.spreading_traps","扩散陷阱"
"specials.name.sprite_ballad","妖精歌谣"
"specials.name.sprite_hymn","妖精赞歌"
"specials.name.squeak_of_protection","护主之鸣"
"specials.name.squire_strike","侍从打击"
"specials.name.squires_squirrel","地主的藏品"
"specials.name.squish_squash_achillea","压烂碾碎"
"specials.name.stab_of_four_blades","四刃刺击"
"specials.name.staff_of_mana_control","控法之杖"
"specials.name.staff_of_mana_control_pve","控法之杖"
"specials.name.staff_of_the_seastar","海星之杖"
"specials.name.staggering_blows","震慑打击"
"specials.name.stalling_spell","失速法术"
"specials.name.stalling_strike","失速之击"
"specials.name.stalwart_rally","忠毅集结"
