"heroes.name_fancy.astral_cosmicspeaker","星界精靈天文學家"
"heroes.name_fancy.ninja_iga","苦無風暴大師"
"heroes.name_fancy.ninja_ito","降服忍者"
"heroes.name_fancy.ninja_jade","星舞忍者"
"heroes.name_fancy.ninja_kinsaishi","雷鳴忍者僧"
"heroes.name_fancy.ninja_kushanku","欺騙之拳"
"heroes.name_fancy.ninja_malum","無情忍者"
"heroes.name_fancy.ninja_mica","無聲狂吼忍者"
"heroes.name_fancy.ninja_morganite","褪影忍者"
"heroes.name_fancy.ninja_myoinni","至強軍閥"
"heroes.name_fancy.ninja_nomad","沉默處刑者"
"heroes.name_fancy.ninja_oniwaka","999把劍的暗影僧"
"heroes.name_fancy.ninja_oniwakamaru","999把劍的暗影僧"
"heroes.name_fancy.ninja_onyx","飄忽之風忍者"
"heroes.name_fancy.ninja_osamu","鐵律忍者"
"heroes.name_fancy.ninja_peridot","致死劇毒忍者"
"heroes.name_fancy.ninja_quartz","幽靜墳場忍者"
"heroes.name_fancy.ninja_ruby","赤鬼忍者"
"heroes.name_fancy.ninja_sapphire","迷影忍者"
"heroes.name_fancy.ninja_satsui","暗影女忍者"
"heroes.name_fancy.ninja_sawano","忠誠女忍者"
"heroes.name_fancy.ninja_serandite","赤焰忍者"
"heroes.name_fancy.ninja_shale","飛身忍者"
"heroes.name_fancy.ninja_tametomo","巨弓破壞狂"
"heroes.name_fancy.ninja_topaz","絕對精準忍者"
"heroes.name_fancy.ninja_tora","沉默女獵人"
"heroes.name_fancy.ninja_umeko","毒花忍者"
"heroes.name_fancy.ninja_zircon","沉默之波忍者"
"heroes.name_fancy.nomad_axe_adventurer","勇敢賞金獵手"
"heroes.name_fancy.nomad_axe_adventurer_costume_cute","賞金獵人公仔"
"heroes.name_fancy.nomad_axe_adventurer_costume_glass","玻璃賞金獵人"
"heroes.name_fancy.nomad_axe_adventurer_costume_magma","火熱賞金獵手"
"heroes.name_fancy.nomad_axe_adventurer_costume_tracker","英勇追尋者"
"heroes.name_fancy.nomad_female_archer","天才佈陷人"
"heroes.name_fancy.nomad_female_assassin","沙海突襲者"
"heroes.name_fancy.nomad_female_assassin_costume_cute","公仔海突襲者"
"heroes.name_fancy.nomad_female_assassin_costume_dancer","沙海舞者"
"heroes.name_fancy.nomad_female_assassin_costume_glass","來自玻璃海的突襲者"
"heroes.name_fancy.nomad_female_assassin_costume_poison","沙海刺客"
"heroes.name_fancy.nomad_female_berserker","龍界女祭司"
"heroes.name_fancy.nomad_female_berserker_costume_cute","龍公仔"
"heroes.name_fancy.nomad_female_berserker_costume_glass","龍界彩繪玻璃"
"heroes.name_fancy.nomad_female_berserker_costume_shaman","龍界薩滿"
"heroes.name_fancy.nomad_female_berserker_costume_sorceress","龍界女巫"
"heroes.name_fancy.nomad_female_captain","溫德米爾小姐"
"heroes.name_fancy.nomad_female_captain_costume_cute","溫德米爾公仔"
"heroes.name_fancy.nomad_female_captain_costume_glass","溫德米爾彩繪玻璃"
"heroes.name_fancy.nomad_female_captain_costume_pirate","溫德米爾恐懼"
"heroes.name_fancy.nomad_female_captain_costume_thief","溫德米爾小偷大師"
"heroes.name_fancy.nomad_female_lord","皇家衛隊隊長"
"heroes.name_fancy.nomad_female_lord_costume_cute","皇家隊長公仔"
"heroes.name_fancy.nomad_female_lord_costume_flame","烈火上尉"
"heroes.name_fancy.nomad_female_lord_costume_glass","玻璃守衛隊長"
"heroes.name_fancy.nomad_female_lord_costume_wicked","邪惡上尉"
"heroes.name_fancy.nomad_female_shaman","星位薩滿"
"heroes.name_fancy.nomad_female_shaman_costume_cute","優越公仔"
"heroes.name_fancy.nomad_female_shaman_costume_glass","星位彩繪玻璃"
"heroes.name_fancy.nomad_female_shaman_costume_native","星位修補者"
"heroes.name_fancy.nomad_female_swordmaster","宮殿探索者"
"heroes.name_fancy.nomad_female_swordmaster_costume_cute","追獵者公仔"
"heroes.name_fancy.nomad_female_swordmaster_costume_glass","玻璃探索者"
"heroes.name_fancy.nomad_female_swordmaster_costume_native","尋神者"
"heroes.name_fancy.nomad_female_thief","年輕旅行者"
"heroes.name_fancy.nomad_fighter","頑強爭鬥者"
"heroes.name_fancy.nomad_mage","沙海法師"
"heroes.name_fancy.nomad_mage_costume_cute","公仔海法師"
"heroes.name_fancy.nomad_mage_costume_glass","來自玻璃海的游牧者"
"heroes.name_fancy.nomad_mage_costume_goggles","沙海巫師"
"heroes.name_fancy.nomad_scout","狡猾傭兵"
"heroes.name_fancy.nomad_shaman","古聖僕從"
"heroes.name_fancy.nordic_ancestral_warrior","暗黑孤兒"
"heroes.name_fancy.nordic_ancestral_warrior_costume_corrupted","邪惡傳人"
"heroes.name_fancy.nordic_ancestral_warrior_costume_cute","暗黑公仔"
"heroes.name_fancy.nordic_ancestral_warrior_costume_glass","暗黑彩繪玻璃"
"heroes.name_fancy.nordic_ancestral_warrior_costume_messenger","暗黑信使"
"heroes.name_fancy.nordic_chained_werewolf","猙獰怪獸"
"heroes.name_fancy.nordic_chained_werewolf_costume_cute","猙獰公仔"
"heroes.name_fancy.nordic_chained_werewolf_costume_glass","猙獰玻璃"
"heroes.name_fancy.nordic_chained_werewolf_costume_raccoon","大蒜賊"
"heroes.name_fancy.nordic_female_scout","威猛少女"
"heroes.name_fancy.nordic_female_warrior","流亡勇士"
"heroes.name_fancy.nordic_ice_enchantress","格雷斯爾摩保護者"
"heroes.name_fancy.nordic_ice_enchantress_costume_aqua","格雷斯爾摩冰雪女巫"
"heroes.name_fancy.nordic_ice_enchantress_costume_cute","保衛者公仔"
"heroes.name_fancy.nordic_ice_enchantress_costume_glass","格雷斯爾摩彩繪玻璃"
"heroes.name_fancy.nordic_ice_enchantress_costume_ruler","格雷斯爾摩統治者"
"heroes.name_fancy.nordic_mage","格雷斯爾摩法師"
"heroes.name_fancy.nordic_mage_costume_cute","格雷斯爾摩公仔"
"heroes.name_fancy.nordic_mage_costume_glass","格雷斯爾摩彩繪玻璃"
"heroes.name_fancy.nordic_mage_costume_hermit","格雷斯爾摩隱士"
"heroes.name_fancy.nordic_male_lord","正義之錘"
"heroes.name_fancy.nordic_male_lord_costume_cute","神威公仔之錘"
"heroes.name_fancy.nordic_male_lord_costume_glass","玻璃錘子"
"heroes.name_fancy.nordic_male_lord_costume_injustice","不義之錘"
"heroes.name_fancy.nordic_male_lord_costume_senior","正義之斧"
"heroes.name_fancy.nordic_swordman","風度決鬥者"
"heroes.name_fancy.nordic_swordman_costume_climber","優雅俐落的攀登者"
"heroes.name_fancy.nordic_swordman_costume_cute","有天賦的公仔"
"heroes.name_fancy.nordic_swordman_costume_glass","玻璃決鬥者"
"heroes.name_fancy.nordic_warrior","無憂的冒險家"
"heroes.name_fancy.ommodus","貓頭鷹高塔執法者"
"heroes.name_fancy.orc_gladiator","不屈勇者"
"heroes.name_fancy.orc_gladiator_costume_chef","鑄鐵大廚"
"heroes.name_fancy.orc_gladiator_costume_cute","堅定公仔"
"heroes.name_fancy.orc_gladiator_costume_glass","反射"
"heroes.name_fancy.orc_gladiator_costume_sage","狂野智者"
"heroes.name_fancy.orc_skirmisher","混血戰士"
"heroes.name_fancy.orc_troopmaster","飢餓勇士"
"heroes.name_fancy.orc_troopmaster_costume_cute","飢餓公仔"
"heroes.name_fancy.orc_troopmaster_costume_glass","飢餓彩繪玻璃"
"heroes.name_fancy.orc_troopmaster_costume_gourmet","美食家"
"heroes.name_fancy.orc_troopmaster_costume_merchant","貪婪商人"
"heroes.name_fancy.orc_warrior","最強勇者"
"heroes.name_fancy.orc_warrior_costume_cute","戰鬥中的第一個公仔"
"heroes.name_fancy.orc_warrior_costume_glass","最終粉碎者"
"heroes.name_fancy.orc_warrior_costume_urukhai","無畏強獸人"
"heroes.name_fancy.oriental_brawler","貴族守衛"
"heroes.name_fancy.oriental_brawler_costume_cute","鬥毆者公仔"
"heroes.name_fancy.oriental_brawler_costume_egypt","貴族鬥士"
"heroes.name_fancy.oriental_brawler_costume_glass","玻璃鬥士"
"heroes.name_fancy.oriental_enchanted_monk","太陽之焰"
"heroes.name_fancy.oriental_enchanted_monk_costume_cute","太陽公仔"
"heroes.name_fancy.oriental_enchanted_monk_costume_glass","太陽彩繪玻璃"
"heroes.name_fancy.oriental_enchanted_monk_costume_stoneguard","烈日之神力"
"heroes.name_fancy.oriental_enchanted_monk_costume_tiger","太陽之怒"
"heroes.name_fancy.oriental_falconer","戰術大師"
"heroes.name_fancy.oriental_falconer_costume_cub","老虎大師"
"heroes.name_fancy.oriental_falconer_costume_cute","戰術家公仔"
"heroes.name_fancy.oriental_falconer_costume_dodo","保管大師"
"heroes.name_fancy.oriental_falconer_costume_glass","玻璃戰術家"
"heroes.name_fancy.oriental_female_guard","沙戈遊俠"
"heroes.name_fancy.oriental_female_guard_costume_cute","沙戈公仔"
"heroes.name_fancy.oriental_female_guard_costume_glass","沙戈彩繪玻璃"
"heroes.name_fancy.oriental_female_guard_costume_soldier","薩瓜丁守護者"
"heroes.name_fancy.oriental_female_mage","無私治療師"
"heroes.name_fancy.oriental_female_mage_costume_cute","治療師公仔"
"heroes.name_fancy.oriental_female_mage_costume_glass","玻璃治療師"
"heroes.name_fancy.oriental_female_mage_costume_mender","雅量修補者"
"heroes.name_fancy.oriental_female_mystic","至高學者"
"heroes.name_fancy.oriental_female_mystic_costume_cute","學者公仔"
"heroes.name_fancy.oriental_female_mystic_costume_glass","玻璃學者"
"heroes.name_fancy.oriental_female_mystic_costume_magician","至尊法師"
"heroes.name_fancy.oriental_female_mystic_costume_scribe","至尊書記"
"heroes.name_fancy.oriental_female_ninja","忍者學徒"
"heroes.name_fancy.oriental_female_templar","智慧將軍"
"heroes.name_fancy.oriental_female_templar_costume_cute","將軍公仔"
"heroes.name_fancy.oriental_female_templar_costume_fireworks","煙火將軍"
"heroes.name_fancy.oriental_female_templar_costume_glass","玻璃將軍"
"heroes.name_fancy.oriental_female_templar_costume_kimono","禮儀刺客"
"heroes.name_fancy.oriental_monkey_captain","猴子領主"
"heroes.name_fancy.oriental_monkey_captain_costume_cute","猴子公仔"
"heroes.name_fancy.oriental_monkey_captain_costume_glass","玻璃猴子"
"heroes.name_fancy.oriental_monkey_captain_costume_reveller","猴子狂歡者"
"heroes.name_fancy.oriental_monkey_captain_costume_warrior","猴浪人"
"heroes.name_fancy.oriental_monkey_warrior","猴子勇士"
"heroes.name_fancy.oriental_panda_berserker","綠竹樹枝"
"heroes.name_fancy.oriental_panda_berserker_costume_cute","公仔樹枝"
"heroes.name_fancy.oriental_panda_berserker_costume_farmer","綠竹之根"
"heroes.name_fancy.oriental_panda_berserker_costume_glass","玻璃樹枝"
"heroes.name_fancy.oriental_panda_scout","綠竹之葉"
"heroes.name_fancy.oriental_panda_warrior","綠竹之刃"
"heroes.name_fancy.oriental_panda_warrior_costume_armor","綠竹之青棕戰士"
"heroes.name_fancy.oriental_panda_warrior_costume_cute","竹子公仔"
"heroes.name_fancy.oriental_panda_warrior_costume_dueller","竹子決鬥者"
"heroes.name_fancy.oriental_panda_warrior_costume_glass","玻璃刃"
"heroes.name_fancy.oriental_squire","鐵匠學徒"
"heroes.name_fancy.oriental_warrior","步兵"
"heroes.name_fancy.oriental_warrior_king","不屈王者"
"heroes.name_fancy.oriental_warrior_king_costume_cute","不屈公仔"
"heroes.name_fancy.oriental_warrior_king_costume_glass","不屈彩繪玻璃"
"heroes.name_fancy.oriental_warrior_king_costume_mage","不屈法師"
"heroes.name_fancy.oriental_warrior_king_costume_roman","斯巴達王"
"heroes.name_fancy.outlaw_chao_gai","《水滸傳》之托塔天王"
"heroes.name_fancy.outlaw_gu_dasao","《水滸傳》之母老虎"
"heroes.name_fancy.outlaw_hu_sanniang","地慧星"
"heroes.name_fancy.outlaw_li_kui","《水滸傳》之鐵牛"
"heroes.name_fancy.outlaw_lin_chong","《水滸傳》之豹子頭"
"heroes.name_fancy.outlaw_liu_tang","《水滸傳》之赤髮鬼"
"heroes.name_fancy.outlaw_lu_zhishen","《水滸傳》之花和尚"
"heroes.name_fancy.outlaw_ruan_xiaoqi","《水滸傳》之天敗星"
"heroes.name_fancy.outlaw_shi_jin","九紋龍"
"heroes.name_fancy.outlaw_song_jiang","《水滸傳》之及時雨"
"heroes.name_fancy.outlaw_sun_erniang","地壯星"
"heroes.name_fancy.outlaw_wu_song","打虎英雄"
"heroes.name_fancy.outlaw_wu_yong","智多星"
"heroes.name_fancy.outlaw_xiang_chong","地飛星"
"heroes.name_fancy.outlaw_zheng_tianshou","白面郎君"
"heroes.name_fancy.owl_cennius","貓頭鷹高塔的隱藏之爪"
"heroes.name_fancy.owl_eron","貓頭鷹高塔吟遊詩人"
"heroes.name_fancy.owl_featherino","貓頭鷹高塔的焦慮惡棍"
"heroes.name_fancy.owl_fulvia","貓頭鷹高塔的皇后"
"heroes.name_fancy.owl_juliani","貓頭鷹高塔首席司法官"
"heroes.name_fancy.owl_livia","貓頭鷹高塔的首席女祭司"
"heroes.name_fancy.owl_lodius","貓頭鷹高塔狂戰士"
"heroes.name_fancy.owl_mariol","貓頭鷹高塔朝臣"
"heroes.name_fancy.owl_olbec","貓頭鷹高塔的鍊金術士"
"heroes.name_fancy.owl_ommodus","貓頭鷹高塔執法者"
"heroes.name_fancy.owl_paeia","貓頭鷹高塔的公主"
"heroes.name_fancy.owl_pertinax","貓頭鷹高塔騎士守護者"
"heroes.name_fancy.owl_relius","貓頭鷹高塔草藥師"
"heroes.name_fancy.owl_timius","貓頭鷹高塔皇室先鋒"
"heroes.name_fancy.owl_verus","貓頭鷹高塔密探司令"
"heroes.name_fancy.pirate_anne","科雷利亞的傀儡"
"heroes.name_fancy.pirate_boatswain","科雷利亞水手"
"heroes.name_fancy.pirate_cabin_boy","科雷利亞船員"
"heroes.name_fancy.pirate_cabin_boy_costume_paper","海岸報童"
"heroes.name_fancy.pirate_commodore_finley","科雷利亞准將"
"heroes.name_fancy.pirate_commodore_finley_costume_bleak","陰涼艦長"
"heroes.name_fancy.pirate_dread_captain","科雷利亞恐懼船長"
"heroes.name_fancy.pirate_dread_captain_costume_rotten","腐爛的科雷利亞船長"
"heroes.name_fancy.pirate_finley","科雷利亞復仇舵手"
"heroes.name_fancy.pirate_first_mate","科雷利亞大副"
"heroes.name_fancy.pirate_lady","科雷利亞小姐"
"heroes.name_fancy.pirate_lady_costume_queen","叛逆女王"
"heroes.name_fancy.pirate_marie_therese","科雷利亞巫毒女王"
"heroes.name_fancy.pirate_marie_therese_costume_priestess","竊魂女祭司"
"heroes.name_fancy.pirate_sally","科雷利亞吉祥物"
"heroes.name_fancy.pirate_swashbuckler","科雷利亞海盜船長"
"heroes.name_fancy.pirate_vodnik","科雷利亞漁夫"
"heroes.name_fancy.rabbit_blue","斯普林維爾守護者"
"heroes.name_fancy.rabbit_blue_costume_riftbreaker","裂隙開拓者"
"heroes.name_fancy.rabbit_green","斯普林維爾勇士"
"heroes.name_fancy.rabbit_green_costume_egg_hunter","春谷蛋獵人"
"heroes.name_fancy.rabbit_red","斯普林維爾侍從"
"heroes.name_fancy.royal_female_knight","率性勇士"
"heroes.name_fancy.royal_female_knight_costume_cute","公仔勇士"
"heroes.name_fancy.royal_female_knight_costume_glass","玻璃勇士"
"heroes.name_fancy.royal_female_knight_costume_prospector","恣意勘探者"
"heroes.name_fancy.royal_female_knight_costume_winter","維京戰士"
"heroes.name_fancy.royal_knight","守護騎士"
"heroes.name_fancy.royal_knight_commander","晨霜使徒"
"heroes.name_fancy.royal_knight_commander_costume_cute","公仔晨霜"
"heroes.name_fancy.royal_knight_commander_costume_glass","晨霜彩繪玻璃"
"heroes.name_fancy.royal_knight_commander_costume_gryphon","晨霜司令"
"heroes.name_fancy.royal_knight_commander_costume_king","晨霜之王"
"heroes.name_fancy.royal_knight_costume_blacksmith","勇敢鐵匠"
"heroes.name_fancy.royal_knight_costume_cute","公仔騎士"
"heroes.name_fancy.royal_knight_costume_glass","玻璃騎士"
"heroes.name_fancy.royal_pikeman","嚴肅守衛"
"heroes.name_fancy.s2_ariel","亞特蘭蒂斯公主"
"heroes.name_fancy.s2_ariel_costume_enchanter","亞特蘭蒂斯魔法師"
"heroes.name_fancy.s2_atlantean_robot","亞特蘭蒂斯哨兵"
"heroes.name_fancy.s2_atlantean_robot_costume_sentinel","亞特蘭蒂斯哨兵"
"heroes.name_fancy.s2_chameleon_bruiser","變色龍勇士"
"heroes.name_fancy.s2_chameleon_chief","變色龍將軍"
"heroes.name_fancy.s2_chameleon_chief_costume_heavyweight","世界舉重冠軍"
"heroes.name_fancy.s2_chameleon_mage","變色龍薩滿"
"heroes.name_fancy.s2_chameleon_mage_costume_alchemist","變色龍煉金術士"
"heroes.name_fancy.s2_croc_man","沼澤暴徒"
"heroes.name_fancy.s2_cursed_samurai","受詛軍閥"
"heroes.name_fancy.s2_cursed_samurai_costume_beetle","甲蟲武士"
"heroes.name_fancy.s2_demon_master","謊言大名"
"heroes.name_fancy.s2_demon_master_costume_steppe","奸詐柯浮屠"
"heroes.name_fancy.s2_fiji_mermaid","淺灘獵手"
"heroes.name_fancy.s2_fiji_mermaid_costume_hunter","膚淺追求者"
"heroes.name_fancy.s2_fox_girl","九尾英靈"
"heroes.name_fancy.s2_fox_girl_costume_white_kitsune","白狐靈"
"heroes.name_fancy.s2_ghost_woman","孤獨幽靈"
"heroes.name_fancy.s2_ghost_woman_costume_yurei","孤魂野鬼"
"heroes.name_fancy.s2_hammerhead_hulk","野蠻屠夫"
"heroes.name_fancy.s2_hammerhead_hulk_costume_emerald","野蠻刀王"
"heroes.name_fancy.s2_junglehunter","叢林王子"
"heroes.name_fancy.s2_junglehunter_costume_party","盧奧王子"
"heroes.name_fancy.s2_lantern_ghost","妖怪燈籠"
"heroes.name_fancy.s2_mercenary_woman","偉大傭兵"
"heroes.name_fancy.s2_mercenary_woman_costume_dancer","風采呼拉舞者"
"heroes.name_fancy.s2_merman","亞特蘭蒂斯人魚"
"heroes.name_fancy.s2_merman_costume_leutenant","亞特蘭蒂斯中尉"
"heroes.name_fancy.s2_merwoman","亞特蘭蒂斯美人魚"
"heroes.name_fancy.s2_merwoman_costume_emissary","亞特蘭蒂斯特使"
"heroes.name_fancy.s2_noble_lady","絕命美人"
"heroes.name_fancy.s2_noble_lady_costume_warrior","熾焰美人"
"heroes.name_fancy.s2_oceanus","海之泰坦"
"heroes.name_fancy.s2_poseidon","亞特蘭蒂斯統治者"
"heroes.name_fancy.s2_poseidon_costume_slayer","亞特蘭蒂斯屠戮者"
"heroes.name_fancy.s2_proteus","亞特蘭蒂斯法師"
"heroes.name_fancy.s2_proteus_costume_farseer","亞特蘭蒂斯先知"
"heroes.name_fancy.s2_rugged_fisherman","勇敢漁夫"
"heroes.name_fancy.s2_rugged_fisherman_costume_sake_master","大膽的釀造大師"
"heroes.name_fancy.s2_skyllaros","亞特蘭蒂斯守護者"
"heroes.name_fancy.s2_skyllaros_costume_reef","礁石守護者"
"heroes.name_fancy.s2_straw_demon","稻草惡魔"
"heroes.name_fancy.s2_tanuki_raccoon","無畏騙子"
"heroes.name_fancy.s2_tanuki_raccoon_costume_merchant","無懼商人"
"heroes.name_fancy.s2_tethys","眾河女神"
"heroes.name_fancy.s2_triton","亞特蘭蒂斯上尉"
"heroes.name_fancy.s2_triton_costume_champion","亞特蘭蒂斯勇士"
"heroes.name_fancy.s2_ursena","深淵女王"
"heroes.name_fancy.s2_ursena_costume_reef","致命暗礁女王"
"heroes.name_fancy.s3_agnes","勇敢村民"
"heroes.name_fancy.s3_alfrike","斯瓦塔爾法海姆女王"
"heroes.name_fancy.s3_alfrike_costume_hatter","斯瓦塔爾法海姆帽子先生"
"heroes.name_fancy.s3_almur","斯瓦塔爾法海姆的暗影之刃"
"heroes.name_fancy.s3_almur_costume_lord","斯瓦塔爾法海姆領主"
"heroes.name_fancy.s3_anwindr","受詛維京格鬥者"
"heroes.name_fancy.s3_baldur","光輝之神"
"heroes.name_fancy.s3_baldur_costume_fiery","火焰之神"
"heroes.name_fancy.s3_bera","幽靈公主"
"heroes.name_fancy.s3_bera_costume_conjurer","幽靈咒法師"
"heroes.name_fancy.s3_bjorn","英勇村民"
"heroes.name_fancy.s3_bjorn_costume_viking","英勇士兵"
"heroes.name_fancy.s3_brynhild","女武神的神盾少女"
"heroes.name_fancy.s3_by_ulf","受詛維京爭鬥者"
"heroes.name_fancy.s3_ei_dunn","受詛維京鬥士"
"heroes.name_fancy.s3_ei_dunn_costume_shield","兇猛維京鬥士"
"heroes.name_fancy.s3_fenrir","尼弗爾海姆的領袖"
"heroes.name_fancy.s3_fenrir_costume_guardian","尼弗爾海姆衛士"
"heroes.name_fancy.s3_freya","殺戮女神"
"heroes.name_fancy.s3_freya_costume_witch","墮落女巫"
"heroes.name_fancy.s3_frigg","先見之女神"
"heroes.name_fancy.s3_frigg_costume_clairvoyance","遙視女神"
"heroes.name_fancy.s3_fura","斯瓦塔爾法海姆毒劑師"
"heroes.name_fancy.s3_fura_costume_herbalist","斯瓦塔爾法海姆草藥師"
"heroes.name_fancy.s3_gefjon","豐收女神"
"heroes.name_fancy.s3_gefjon_costume_wilderness","荒野女神"
"heroes.name_fancy.s3_grevle","狡猾獾"
"heroes.name_fancy.s3_gullinbursti","金野豬"
"heroes.name_fancy.s3_gullinbursti_costume_toxic","破鍊野豬"
"heroes.name_fancy.s3_heimdall","機敏守衛"
"heroes.name_fancy.s3_heimdall_costume_dreaded","恐懼守衛"
"heroes.name_fancy.s3_jarvur","金狼獾拳擊手"
"heroes.name_fancy.s3_jott","野蠻冰雪巨人"
"heroes.name_fancy.s3_kvasir","亞爾夫海姆養蜂人"
"heroes.name_fancy.s3_kvasir_costume_captain","亞爾夫海姆蜂隊長"
"heroes.name_fancy.s3_loki_female","戲法師女神"
"heroes.name_fancy.s3_loki_female_costume_mother","戲法師母親"
"heroes.name_fancy.s3_loki_fish","戲法師之魚"
"heroes.name_fancy.s3_loki_fish_costume_dapper","整潔的魚"
"heroes.name_fancy.s3_loki_male","戲耍之神"
"heroes.name_fancy.s3_loki_male_costume_shapeshifter","變形之神"
"heroes.name_fancy.s3_mireweave","迅捷德拉古爾"
"heroes.name_fancy.s3_mist","女武神指揮官"
"heroes.name_fancy.s3_nordri","約頓海姆冰雪矮人"
"heroes.name_fancy.s3_nordri_costume_explorer","約頓海姆探險矮人"
"heroes.name_fancy.s3_norns","命運編織者"
"heroes.name_fancy.s3_norns_costume_puppeteers","命運操偶師"
"heroes.name_fancy.s3_odin","智慧的眾神之神"
"heroes.name_fancy.s3_odin_costume_champion","英勇眾神之神"
"heroes.name_fancy.s3_ratatoskr","世界樹訊使"
"heroes.name_fancy.s3_ratatoskr_costume_architect","世界樹建築師"
"heroes.name_fancy.s3_shadereave","殘酷德拉古爾"
"heroes.name_fancy.s3_sif","金髮之神"
"heroes.name_fancy.s3_sif_costume_golden","黃金之神"
"heroes.name_fancy.s3_skadi","約頓海姆女神"
"heroes.name_fancy.s3_skadi_costume_ravager","約頓海姆守護者"
"heroes.name_fancy.s3_stonecleave","不息德拉古爾"
"heroes.name_fancy.s3_sudri","穆斯貝爾海姆烈火矮人"
"heroes.name_fancy.s3_sumle","魁梧烈火巨人"
"heroes.name_fancy.s3_sumle_costume_unhallowed","邪惡烈火巨人"
"heroes.name_fancy.s3_thor","雷神"
"heroes.name_fancy.s3_thor_costume_conduit","引雷者"
"heroes.name_fancy.s3_tyr","無情正義"
"heroes.name_fancy.s3_tyr_costume_savage","野蠻正義"
"heroes.name_fancy.s4_akkorog","莫洛克人首領"
"heroes.name_fancy.s4_akkorog_costume_football","莫洛克跑衛"
"heroes.name_fancy.s4_aouda","善心公主"
"heroes.name_fancy.s4_aouda_costume_lotus","蓮花公主"
"heroes.name_fancy.s4_captain_nemo","探祕者"
"heroes.name_fancy.s4_captain_nemo_costume_machinist","神秘機械師"
"heroes.name_fancy.s4_congalach","深淵戰士"
"heroes.name_fancy.s4_congalach_costume_kelp","巨藻戰士"
"heroes.name_fancy.s4_doctor_moreau","邪惡科學家"
"heroes.name_fancy.s4_doctor_moreau_costume_scribe","邪惡書記"
"heroes.name_fancy.s4_elizabeth","蛛形貴族"
"heroes.name_fancy.s4_elizabeth_costume_bride","婚紗貴族"
"heroes.name_fancy.s4_exeera","八爪牧師"
"heroes.name_fancy.s4_exeera_costume_hierophant","八爪聖顯者"
"heroes.name_fancy.s4_garjammal","莫洛克戰鬥大師"
"heroes.name_fancy.s4_garjammal_costume_kite","莫洛克風箏大師"
"heroes.name_fancy.s4_gramps","半身長老"
"heroes.name_fancy.s4_gramps_costume_gardener","半身園丁"
"heroes.name_fancy.s4_griffin","隱形人"
"heroes.name_fancy.s4_griffin_costume_priest","隱形牧師"
"heroes.name_fancy.s4_hannah","愛歷險的考古學家"
"heroes.name_fancy.s4_hannah_costume_drover","冒險犯難的放牧人"
"heroes.name_fancy.s4_helo","達埃洛伊漁夫"
"heroes.name_fancy.s4_helo_costume_baker","達埃洛伊烘焙師"
"heroes.name_fancy.s4_hulda","鼴鼠首領"
"heroes.name_fancy.s4_hulda_costume_nurse","護士長"
"heroes.name_fancy.s4_kravekrush","雙頭司令"
"heroes.name_fancy.s4_kravekrush_costume_grillmaster","雙頭燒烤大師"
"heroes.name_fancy.s4_lepiota","達埃洛伊人首領"
"heroes.name_fancy.s4_lepiota_costume_undying","不死首領"
"heroes.name_fancy.s4_lughaidh","深淵國王"
"heroes.name_fancy.s4_lughaidh_costume_deathless","不朽之王"
"heroes.name_fancy.s4_mack","半身冒險家"
"heroes.name_fancy.s4_mack_costume_novelist","半身小說家"
"heroes.name_fancy.s4_morel","達埃洛伊獵人"
"heroes.name_fancy.s4_morel_costume_sage","達埃洛伊智者"
"heroes.name_fancy.s4_morris","強大鼴鼠人"
"heroes.name_fancy.s4_morris_costume_potter","鼴鼠人陶工"
"heroes.name_fancy.s4_octros","八爪冠軍"
"heroes.name_fancy.s4_octros_costume_suitor","軟體追求者"
"heroes.name_fancy.s4_passepartout","天才航海家"
"heroes.name_fancy.s4_passepartout_costume_artist","優雅藝術家"
"heroes.name_fancy.s4_phileas_fogg","無畏航海家"
"heroes.name_fancy.s4_phileas_fogg_costume_engineer","優雅工程師"
"heroes.name_fancy.s4_poppy","半身弩手"
"heroes.name_fancy.s4_poppy_costume_lodger","半身寄宿者"
"heroes.name_fancy.s4_professor_lidenbrock","明智科學家"
"heroes.name_fancy.s4_professor_lidenbrock_costume_jeweler","明智珠寶商"
"heroes.name_fancy.s4_rokkamush","雙頭重擊手"
"heroes.name_fancy.s4_rokkamush_costume_mason","艾丁梅森"
"heroes.name_fancy.s4_russula","達埃洛伊盜賊"
"heroes.name_fancy.s4_russula_costume_painter","達埃洛伊畫家"
"heroes.name_fancy.s4_tettukh","莫洛克戰士"
"heroes.name_fancy.s4_tettukh_costume_cheerleader","莫洛克啦啦隊隊長"
"heroes.name_fancy.s4_vollermork","莫洛克囤積者"
"heroes.name_fancy.s4_vollermork_costume_bartender","莫洛克酒保"
"heroes.name_fancy.s4_xenda","地獄女王儲"
"heroes.name_fancy.s4_xenda_costume_flame","火焰女繼承者"
"heroes.name_fancy.s4_xnolphod","八爪術士"
"heroes.name_fancy.s4_xnolphod_costume_jailer","八爪獄卒"
"heroes.name_fancy.s4_zekena","多足王子"
"heroes.name_fancy.s4_zekena_costume_vines","夾竹桃酸王子"
"heroes.name_fancy.s4_zenobia","多足女王"
"heroes.name_fancy.s4_zenobia_costume_floral","夾竹桃酸皇后"
"heroes.name_fancy.s4_zila_lei","八爪刺客"
"heroes.name_fancy.s4_zila_lei_costume_dancer","八爪舞者"
"heroes.name_fancy.s5_ahhotep","木乃伊戰士"
"heroes.name_fancy.s5_ahhotep_costume_champion","木乃伊勇士"
